Name,Platform,Year,Genre,Publisher,NA_ Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating,Total_Sales
Rock Band 2,PS3,2008,Misc,MTV Games,1.13,0.2,0.0,0.16,1.5,92.0,8.3,T,1.4899999999999998
Final Fantasy: Crystal Chronicles,GC,2003,Role-Playing,Nintendo,0.72,0.38,0.36,0.04,1.49,80.0,8.1,T,1.5
Medal of Honor: Frontline,XB,2002,Shooter,Electronic Arts,1.0,0.43,0.0,0.06,1.49,88.0,8.5,T,1.49
Madden NFL 09,PS2,2008,Sports,Electronic Arts,1.22,0.0,0.0,0.27,1.49,83.0,7.0,E,1.49
Drawn To Life: SpongeBob SquarePants Edition,DS,2008,Adventure,THQ,1.0,0.36,0.0,0.13,1.49,68.0,5.5,E,1.4899999999999998
007: Quantum of Solace,X360,2008,Action,Activision,0.82,0.52,0.01,0.14,1.49,65.0,7.1,T,1.4899999999999998
The Sims 3,Wii,2010,Simulation,Electronic Arts,0.61,0.73,0.0,0.15,1.49,86.0,7.6,T,1.4899999999999998
Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,Square Enix,0.47,0.37,0.52,0.12,1.48,57.0,6.9,T,1.48
Mass Effect 2,PS3,2011,Role-Playing,Electronic Arts,0.78,0.47,0.03,0.2,1.48,96.0,8.9,M,1.48
Major League Baseball 2K5,PS2,2005,Sports,Take-Two Interactive,0.72,0.56,0.0,0.19,1.48,82.0,7.4,E,1.47
Fight Night 2004,PS2,2004,Fighting,Electronic Arts,1.08,0.2,0.0,0.2,1.48,85.0,9.0,T,1.48
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004,Action,Ubisoft,0.82,0.59,0.0,0.07,1.48,93.0,8.6,T,1.48
Assassin's Creed III: Liberation,PSV,2012,Action,Ubisoft,0.58,0.55,0.06,0.28,1.47,70.0,7.2,M,1.47
SoulCalibur IV,PS3,2008,Fighting,Ubisoft,0.72,0.41,0.14,0.2,1.47,85.0,7.9,T,1.47
Fight Night Round 3,X360,2006,Fighting,Electronic Arts,1.33,0.03,0.01,0.1,1.47,83.0,7.9,T,1.4700000000000002
Metal Gear Rising: Revengeance,PS3,2013,Action,Konami Digital Entertainment,0.45,0.4,0.44,0.18,1.47,80.0,7.9,M,1.47
Chrono Trigger,DS,2008,Role-Playing,Square Enix,0.69,0.2,0.49,0.09,1.47,92.0,8.9,E10+,1.47
Star Wars: The Force Unleashed II,X360,2010,Action,LucasArts,0.95,0.4,0.0,0.12,1.47,63.0,6.8,T,1.4700000000000002
LittleBigPlanet PS Vita,PSV,2012,Platform,Sony Computer Entertainment,0.4,0.72,0.02,0.33,1.47,88.0,8.6,E,1.4700000000000002
The SpongeBob SquarePants Movie,GBA,2004,Platform,THQ,1.02,0.38,0.0,0.06,1.46,75.0,9.0,E,1.46
Tom Clancy's Ghost Recon: Future Soldier,X360,2012,Shooter,Ubisoft,0.93,0.4,0.02,0.12,1.46,79.0,7.2,M,1.4700000000000002
Battlefield: Bad Company,X360,2008,Shooter,Electronic Arts,0.81,0.46,0.04,0.15,1.46,83.0,7.7,T,1.46
Homefront,X360,2011,Shooter,THQ,0.83,0.48,0.02,0.12,1.46,70.0,6.0,M,1.4500000000000002
Super Monkey Ball,GC,2001,Puzzle,Atari,0.95,0.37,0.1,0.04,1.46,87.0,7.9,E,1.46
Mario Superstar Baseball,GC,2005,Sports,Nintendo,0.93,0.24,0.25,0.04,1.46,76.0,8.6,E,1.46
Mass Effect 3,PS3,2012,Role-Playing,Electronic Arts,0.63,0.59,0.03,0.21,1.46,93.0,5.8,M,1.46
LEGO Batman 2: DC Super Heroes,Wii,2012,Action,Warner Bros. Interactive Entertainment,0.94,0.4,0.0,0.11,1.46,79.0,7.2,E10+,1.45
Medal of Honor: Warfighter,PS3,2012,Action,Electronic Arts,0.47,0.65,0.06,0.28,1.46,55.0,6.0,M,1.4600000000000002
LEGO City Undercover,3DS,2013,Platform,Nintendo,0.51,0.75,0.07,0.12,1.46,80.0,8.2,E10+,1.4500000000000002
Onimusha 3: Demon Siege,PS2,2004,Action,Capcom,0.37,0.47,0.54,0.07,1.45,85.0,8.6,M,1.45
Diablo III,X360,2013,Role-Playing,Activision,0.89,0.44,0.0,0.12,1.45,88.0,4.0,M,1.4500000000000002
Batman: Arkham Knight,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.86,0.46,0.0,0.13,1.45,87.0,7.6,M,1.4500000000000002
BioShock,PS3,2008,Shooter,Take-Two Interactive,0.75,0.49,0.01,0.21,1.45,96.0,8.9,M,1.46
Red Dead Revolver,PS2,2004,Shooter,Take-Two Interactive,0.71,0.55,0.0,0.19,1.45,73.0,7.8,M,1.45
Anno 2070,PC,2011,Strategy,Ubisoft,0.0,1.13,0.0,0.32,1.45,83.0,7.0,T,1.45
Resident Evil: Outbreak,PS2,2003,Action,Capcom,0.54,0.35,0.46,0.1,1.45,71.0,8.3,M,1.4500000000000002
Smarty Pants,Wii,2007,Misc,Electronic Arts,0.53,0.76,0.0,0.16,1.45,65.0,7.6,E,1.45
Hasbro Family Game Night,Wii,2008,Puzzle,Electronic Arts,0.97,0.34,0.0,0.13,1.45,63.0,7.5,E,1.44
Dragon Quest Monsters: Joker 2,DS,2010,Role-Playing,Square Enix,0.11,0.08,1.24,0.02,1.45,77.0,7.3,E,1.45
My Word Coach,DS,2007,Misc,Ubisoft,0.37,0.9,0.0,0.18,1.45,71.0,6.8,E,1.45
SingStar Pop,PS2,2007,Misc,Sony Computer Entertainment,0.04,1.08,0.0,0.32,1.44,73.0,7.5,E10+,1.4400000000000002
Sonic Rivals,PSP,2006,Racing,Sega,0.73,0.42,0.0,0.28,1.44,64.0,7.8,E,1.43
SimCity (2013),PC,2013,Simulation,Electronic Arts,0.48,0.77,0.0,0.19,1.44,64.0,2.2,E10+,1.44
Far Cry 4,PS3,2014,Shooter,Ubisoft,0.33,0.79,0.08,0.23,1.44,85.0,7.7,M,1.4300000000000002
WWE SmackDown vs Raw 2008,X360,2007,Fighting,THQ,0.92,0.38,0.0,0.13,1.44,71.0,7.2,T,1.4300000000000002
Kinect Joy Ride,X360,2010,Racing,Microsoft Game Studios,0.92,0.4,0.0,0.12,1.44,52.0,5.0,E,1.44
Rayman Raving Rabbids,Wii,2006,Misc,Ubisoft,1.23,0.07,0.02,0.11,1.44,76.0,7.9,E,1.4300000000000002
Need for Speed Rivals,PS3,2013,Racing,Electronic Arts,0.33,0.74,0.05,0.31,1.44,80.0,6.2,E10+,1.4300000000000002
Tiger Woods PGA Tour 2005,PS2,2004,Sports,Electronic Arts,1.03,0.32,0.0,0.09,1.44,88.0,8.2,E,1.4400000000000002
Dead Space 2,PS3,2011,Shooter,Electronic Arts,0.73,0.5,0.0,0.21,1.44,90.0,8.6,M,1.44
NCAA Football 2003,PS2,2002,Sports,Electronic Arts,1.16,0.08,0.0,0.19,1.44,91.0,8.6,E,1.43
Disney Infinity,X360,2013,Action,Disney Interactive Studios,0.96,0.37,0.0,0.11,1.43,74.0,6.5,E10+,1.4400000000000002
LEGO Indiana Jones 2: The Adventure Continues,Wii,2009,Action,Activision,0.91,0.39,0.0,0.13,1.43,72.0,6.1,E10+,1.4300000000000002
Sonic's Ultimate Genesis Collection,X360,2009,Misc,Sega,0.85,0.46,0.0,0.13,1.43,80.0,8.6,E10+,1.44
Tiger Woods PGA Tour 09 All-Play,Wii,2008,Sports,Electronic Arts,0.81,0.48,0.0,0.14,1.43,81.0,8.7,E,1.4300000000000002
Classic NES Series: Super Mario Bros.,GBA,2004,Platform,Nintendo,0.0,0.0,1.39,0.03,1.43,84.0,8.6,E,1.42
Cabela's Big Game Hunter,PS2,2002,Sports,Activision,0.7,0.54,0.0,0.18,1.42,59.0,7.8,T,1.42
UFC Undisputed 2010,PS3,2010,Fighting,THQ,0.8,0.41,0.02,0.19,1.42,85.0,7.2,T,1.42
The Legend of Zelda: The Minish Cap,GBA,2004,Action,Nintendo,0.89,0.22,0.22,0.1,1.42,89.0,9.0,E,1.4300000000000002
NFL Street,PS2,2004,Sports,Electronic Arts,1.15,0.08,0.0,0.19,1.42,80.0,8.9,E,1.42
Sonic Generations,X360,2011,Platform,Sega,0.71,0.57,0.0,0.14,1.42,76.0,8.2,E,1.42
Dead Space,X360,2008,Action,Electronic Arts,0.89,0.4,0.0,0.13,1.42,88.0,8.8,M,1.42
Tomb Raider (2013),PS4,2014,Action,Square Enix,0.47,0.64,0.06,0.25,1.41,86.0,8.5,M,1.42
LEGO Star Wars II: The Original Trilogy,PSP,2006,Action,LucasArts,0.58,0.51,0.0,0.32,1.41,84.0,9.0,E10+,1.41
Fight Night Round 4,X360,2009,Fighting,Electronic Arts,0.95,0.34,0.0,0.13,1.41,88.0,7.6,T,1.42
Injustice: Gods Among Us,X360,2013,Fighting,Warner Bros. Interactive Entertainment,0.97,0.34,0.0,0.11,1.41,81.0,7.9,T,1.4200000000000002
Madden NFL 15,PS3,2014,Sports,Electronic Arts,1.07,0.15,0.0,0.19,1.41,81.0,6.1,E,1.41
Ridge Racer,PSP,2004,Racing,Sony Computer Entertainment,0.36,0.45,0.32,0.28,1.41,88.0,8.2,E,1.4100000000000001
Metroid: Other M,Wii,2010,Action,Nintendo,0.87,0.31,0.13,0.1,1.41,79.0,6.5,T,1.4100000000000001
Twisted Metal: Black,PS2,2001,Racing,Sony Computer Entertainment,1.19,0.17,0.0,0.05,1.41,91.0,8.4,M,1.41
NASCAR 2005: Chase for the Cup,PS2,2004,Racing,Electronic Arts,0.69,0.54,0.0,0.18,1.41,87.0,8.4,E,1.41
Call of Duty: Black Ops,Wii,2010,Shooter,Activision,0.82,0.47,0.0,0.12,1.4,87.0,6.3,M,1.4100000000000001
Spider-Man: The Movie,XB,2002,Action,Activision,1.07,0.28,0.0,0.05,1.4,76.0,7.9,E,1.4000000000000001
Need For Speed: Undercover,PS2,2008,Racing,Electronic Arts,0.38,0.08,0.03,0.93,1.4,59.0,5.9,T,1.42
Far Cry 2,PS3,2008,Action,Ubisoft,0.43,0.7,0.01,0.27,1.4,85.0,6.7,M,1.41
Sonic Advance 3,GBA,2004,Platform,THQ,0.74,0.52,0.08,0.06,1.4,79.0,8.4,E,1.4000000000000001
Battlefield 4,PC,2013,Shooter,Electronic Arts,0.38,0.86,0.0,0.16,1.4,85.0,6.9,M,1.4
Colin McRae Rally 3,PS2,2002,Racing,Codemasters,0.03,1.05,0.02,0.3,1.4,86.0,7.7,E,1.4000000000000001
Madden NFL 2002,PS,2001,Sports,Electronic Arts,0.78,0.53,0.0,0.09,1.39,94.0,7.9,E,1.4000000000000001
Final Fantasy XII: Revenant Wings,DS,2007,Role-Playing,Square Enix,0.34,0.42,0.54,0.1,1.39,81.0,6.1,E10+,1.4000000000000001
Bakugan: Battle Brawlers,DS,2009,Action,Activision,1.27,0.02,0.0,0.09,1.39,60.0,6.7,E,1.3800000000000001
Deus Ex: Human Revolution,PS3,2011,Shooter,Square Enix,0.5,0.6,0.07,0.23,1.39,89.0,8.3,M,1.4000000000000001
Dynasty Warriors 5,PS2,2005,Action,Tecmo Koei,0.24,0.18,0.91,0.06,1.39,69.0,8.8,T,1.3900000000000001
WWE '13,PS3,2012,Action,THQ,0.51,0.62,0.0,0.26,1.39,76.0,8.1,T,1.39
Deus Ex: Human Revolution,X360,2011,Shooter,Square Enix,0.76,0.48,0.02,0.12,1.39,89.0,8.3,M,1.38
True Crime: Streets of LA,XB,2003,Action,Activision,0.96,0.37,0.0,0.05,1.38,77.0,8.0,M,1.3800000000000001
The Sims 2,PSP,2005,Simulation,Electronic Arts,0.49,0.56,0.0,0.33,1.38,65.0,6.9,T,1.3800000000000001
Titanfall,X360,2014,Shooter,Electronic Arts,0.87,0.38,0.02,0.11,1.38,86.0,6.4,M,1.3800000000000001
Persona 4: Golden,PSV,2012,Role-Playing,Atlus,0.46,0.34,0.38,0.21,1.38,93.0,9.2,M,1.3900000000000001
Dead Rising 2,PS3,2010,Action,Capcom,0.43,0.57,0.15,0.22,1.38,79.0,6.9,M,1.3699999999999999
Hasbro Family Game Night 2,Wii,2009,Misc,Electronic Arts,0.71,0.53,0.0,0.13,1.38,63.0,6.3,E,1.37
Gardening Mama,DS,2009,Puzzle,505 Games,0.8,0.43,0.01,0.13,1.38,60.0,9.3,E,1.37
Dave Mirra Freestyle BMX 2,PS2,2001,Sports,Acclaim Entertainment,0.67,0.53,0.0,0.18,1.38,81.0,8.1,T,1.3800000000000001
Need for Speed: The Run,X360,2011,Action,Electronic Arts,0.63,0.58,0.0,0.15,1.38,64.0,6.4,T,1.3599999999999999
LEGO Indiana Jones: The Original Adventures,PS2,2008,Action,LucasArts,0.6,0.01,0.0,0.76,1.37,77.0,7.5,E10+,1.37
Assassin's Creed: Rogue,PS3,2014,Action,Ubisoft,0.46,0.62,0.06,0.23,1.37,72.0,7.5,M,1.37
Ridge Racer 7,PS3,2006,Racing,Namco Bandai Games,0.24,0.7,0.16,0.26,1.37,78.0,7.1,E,1.3599999999999999
Forza Horizon 2,XOne,2014,Racing,Microsoft Game Studios,0.5,0.78,0.01,0.09,1.37,86.0,8.2,E10+,1.3800000000000001
MotorStorm: Pacific Rift,PS3,2008,Racing,Sony Computer Entertainment,0.43,0.67,0.02,0.26,1.37,82.0,8.0,T,1.3800000000000001
Sonic Colors,DS,2010,Platform,Sega,0.74,0.5,0.01,0.13,1.37,78.0,8.5,E,1.38
Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Role-Playing,Activision,0.99,0.33,0.0,0.05,1.37,86.0,8.6,T,1.37
LEGO Harry Potter: Years 1-4,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.55,0.6,0.0,0.22,1.37,79.0,8.0,E10+,1.3699999999999999
NBA 2K15,PS3,2014,Sports,Take-Two Interactive,0.86,0.27,0.02,0.22,1.36,83.0,7.0,E,1.3699999999999999
Tom Clancy's Ghost Recon 2,XB,2004,Shooter,Ubisoft,0.86,0.45,0.0,0.06,1.36,80.0,8.9,T,1.37
Crash Bandicoot 2: N-Tranced,GBA,2003,Platform,Vivendi Games,0.63,0.66,0.0,0.07,1.36,75.0,7.8,E,1.36
Burnout Paradise,X360,2008,Racing,Electronic Arts,0.63,0.58,0.01,0.15,1.36,87.0,7.7,E10+,1.3699999999999999
Yoshi's New Island,3DS,2014,Platform,Nintendo,0.47,0.51,0.28,0.09,1.36,64.0,6.1,E,1.35
Ryse: Son of Rome,XOne,2013,Action,Microsoft Game Studios,0.82,0.42,0.0,0.11,1.36,60.0,6.1,M,1.35
Dead to Rights,PS2,2002,Shooter,Electronic Arts,0.67,0.52,0.0,0.17,1.36,73.0,8.9,M,1.3599999999999999
Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,Fighting,Capcom,0.81,0.29,0.11,0.14,1.35,84.0,7.3,T,1.35
F1 2010,PS3,2010,Racing,Codemasters,0.25,0.76,0.08,0.27,1.35,84.0,7.8,E,1.36
FIFA Soccer 09,PSP,2008,Sports,Electronic Arts,0.23,0.73,0.02,0.37,1.35,87.0,7.5,E,1.35
Namco Museum DS,DS,2007,Misc,Atari,1.18,0.01,0.06,0.09,1.35,67.0,5.9,E,1.34
FIFA Soccer 08,PSP,2007,Sports,Electronic Arts,0.2,0.76,0.0,0.39,1.35,83.0,6.5,E,1.35
Grand Theft Auto: Chinatown Wars,DS,2009,Action,Take-Two Interactive,0.59,0.57,0.05,0.14,1.35,93.0,8.3,M,1.35
Alan Wake,X360,2010,Action,Microsoft Game Studios,0.66,0.51,0.05,0.13,1.35,83.0,8.1,T,1.35
Battlefield: Bad Company,PS3,2008,Shooter,Electronic Arts,0.76,0.36,0.05,0.18,1.35,83.0,7.7,T,1.35
Mortal Kombat X,XOne,2015,Fighting,Warner Bros. Interactive Entertainment,1.0,0.21,0.0,0.13,1.35,83.0,7.7,M,1.3399999999999999
Samurai Warriors,PS2,2004,Action,Electronic Arts,0.22,0.05,1.06,0.02,1.35,73.0,8.7,T,1.35
Devil May Cry 4,X360,2008,Action,Capcom,0.79,0.34,0.08,0.13,1.35,84.0,8.2,M,1.3400000000000003
Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,Shooter,Ubisoft,0.66,0.45,0.04,0.21,1.35,82.0,7.8,M,1.36
Monster Hunter Freedom,PSP,2005,Role-Playing,Capcom,0.24,0.04,1.03,0.04,1.35,71.0,8.6,T,1.35
Crysis 2,X360,2011,Action,Electronic Arts,0.7,0.5,0.02,0.12,1.35,84.0,7.5,M,1.3399999999999999
FIFA Soccer 08,X360,2007,Sports,Electronic Arts,0.31,0.89,0.01,0.14,1.35,83.0,6.5,E,1.35
Test Drive,PS2,2002,Racing,Atari,0.95,0.21,0.01,0.18,1.34,73.0,7.4,T,1.3499999999999999
Lost Planet: Extreme Condition,X360,2006,Shooter,Capcom,1.09,0.04,0.1,0.11,1.34,79.0,7.1,T,1.3400000000000003
Doom 3,XB,2005,Shooter,Activision,0.85,0.43,0.0,0.06,1.34,88.0,7.4,M,1.34
Donkey Kong Jungle Beat,GC,2004,Platform,Nintendo,0.84,0.22,0.24,0.04,1.34,80.0,8.3,E10+,1.34
Need for Speed Carbon,PS2,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,77.0,6.3,E10+,1.33
Max Payne 2: The Fall of Max Payne,PS2,2003,Shooter,Take-Two Interactive,0.65,0.51,0.0,0.17,1.34,73.0,8.2,M,1.33
MVP Baseball 2004,PS2,2004,Sports,Electronic Arts,1.1,0.06,0.0,0.18,1.34,90.0,8.6,E,1.34
WWE SmackDown vs Raw 2008,PS3,2007,Fighting,THQ,0.62,0.5,0.01,0.21,1.33,71.0,7.2,T,1.34
Your Shape: Fitness Evolved,X360,2010,Sports,Ubisoft,0.79,0.42,0.0,0.11,1.33,73.0,7.5,E,1.32
Rage,PS3,2011,Shooter,Bethesda Softworks,0.47,0.59,0.06,0.21,1.33,81.0,6.7,M,1.33
Skylanders SWAP Force,X360,2013,Platform,Activision,0.86,0.36,0.0,0.11,1.33,83.0,5.7,E10+,1.33
NBA 2K14,PS4,2013,Sports,Take-Two Interactive,0.89,0.31,0.01,0.12,1.33,87.0,4.9,E,1.33
Spider-Man: The Movie,GBA,2002,Action,Activision,0.92,0.35,0.01,0.05,1.33,76.0,7.9,E,1.33
Tony Hawk's Pro Skater,GB,2000,Sports,Activision,0.9,0.38,0.01,0.05,1.33,92.0,9.2,T,1.34
The Sims: Bustin' Out,GBA,2003,Simulation,Electronic Arts,0.93,0.35,0.0,0.06,1.33,81.0,8.4,T,1.34
Metroid Prime 2: Echoes,GC,2004,Shooter,Nintendo,0.87,0.35,0.07,0.04,1.33,92.0,8.8,T,1.33
UFC Undisputed 2010,X360,2010,Fighting,THQ,0.9,0.31,0.0,0.11,1.33,85.0,7.2,T,1.32
Final Fantasy X / X-2 HD Remaster,PS3,2013,Role-Playing,Square Enix,0.43,0.4,0.32,0.18,1.33,85.0,8.5,T,1.33
Corvette,PS2,2004,Racing,TDK Mediactive,0.65,0.51,0.0,0.17,1.33,57.0,6.5,E,1.33
Pokemon Ranger: Guardian Signs,DS,2010,Role-Playing,Nintendo,0.51,0.17,0.58,0.06,1.33,68.0,8.2,E,1.32
Middle-Earth: Shadow of Mordor,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.72,0.5,0.01,0.1,1.32,84.0,8.1,M,1.33
Need for Speed Underground Rivals,PSP,2005,Racing,Electronic Arts,0.69,0.38,0.02,0.24,1.32,74.0,8.5,E,1.3299999999999998
LEGO Batman: The Videogame,PS3,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.42,0.0,0.19,1.32,76.0,7.9,E10+,1.3299999999999998
Dark Souls II,PS3,2014,Role-Playing,Namco Bandai Games,0.4,0.36,0.4,0.17,1.32,91.0,8.1,T,1.33
World of Warcraft: Wrath of the Lich King,PC,2008,Role-Playing,Activision,0.01,0.13,0.0,1.18,1.32,91.0,7.5,T,1.3199999999999998
Kingdom Hearts II,PS3,2014,Role-Playing,Square Enix,0.52,0.43,0.18,0.19,1.32,87.0,9.0,E10+,1.3199999999999998
The LEGO Movie Videogame,X360,2014,Action,Warner Bros. Interactive Entertainment,0.69,0.52,0.0,0.11,1.32,69.0,7.2,E10+,1.32
NFL 2K3,PS2,2002,Sports,Atari,1.06,0.08,0.0,0.18,1.32,93.0,7.4,E,1.32
Skylanders Giants,X360,2012,Action,Activision,0.75,0.45,0.0,0.11,1.32,78.0,7.0,E10+,1.31
The Beatles: Rock Band,X360,2009,Misc,MTV Games,0.97,0.23,0.0,0.11,1.31,89.0,8.9,T,1.31
Tekken 6,X360,2009,Fighting,Namco Bandai Games,0.71,0.42,0.05,0.13,1.31,79.0,7.4,T,1.31
[Prototype],X360,2009,Action,Activision,0.84,0.35,0.0,0.12,1.31,78.0,7.8,M,1.31
Deal or No Deal,Wii,2009,Misc,Zoo Games,1.22,0.0,0.0,0.09,1.31,20.0,1.9,E,1.31
Madagascar,PS2,2005,Platform,Activision,0.78,0.45,0.0,0.07,1.31,69.0,7.4,E10+,1.3
LEGO Battles,DS,2009,Strategy,Warner Bros. Interactive Entertainment,0.81,0.38,0.0,0.12,1.31,65.0,8.9,E,1.31
Turok: Evolution,PS2,2002,Shooter,Acclaim Entertainment,0.64,0.5,0.0,0.17,1.31,61.0,7.3,M,1.31
Burnout 3: Takedown,XB,2004,Racing,Electronic Arts,0.84,0.43,0.0,0.04,1.31,93.0,9.1,T,1.31
Crysis 2,PS3,2011,Action,Electronic Arts,0.45,0.57,0.06,0.21,1.3,84.0,7.5,M,1.29
NBA Live 07,PS2,2006,Sports,Electronic Arts,1.07,0.04,0.02,0.17,1.3,63.0,6.0,E,1.3
Saints Row IV,PS3,2013,Action,Deep Silver,0.56,0.44,0.09,0.21,1.3,81.0,6.5,M,1.3
SingStar '80s,PS2,2005,Misc,Sony Computer Entertainment,0.27,0.02,0.0,1.02,1.3,78.0,8.3,T,1.31
EA Playground,Wii,2007,Sports,Electronic Arts,0.69,0.48,0.0,0.13,1.3,66.0,7.6,E,1.2999999999999998
EA Sports Active 2,Wii,2010,Sports,Electronic Arts,0.78,0.4,0.0,0.11,1.3,79.0,8.1,E,1.2900000000000003
Rise of the Tomb Raider,XOne,2015,Adventure,Square Enix,0.53,0.64,0.02,0.1,1.3,86.0,8.0,M,1.29
Need for Speed Carbon,Wii,2006,Racing,Electronic Arts,0.46,0.66,0.02,0.15,1.29,77.0,6.3,E10+,1.29
Yoshi's Woolly World,WiiU,2015,Platform,Nintendo,0.61,0.47,0.11,0.1,1.29,78.0,8.5,E,1.2900000000000003
FIFA Street,PS3,2012,Sports,Electronic Arts,0.11,0.92,0.0,0.25,1.29,76.0,6.4,E,1.28
Need for Speed: Most Wanted,X360,2005,Racing,Electronic Arts,1.0,0.17,0.02,0.1,1.29,82.0,9.1,T,1.29
Tom Clancy's Rainbow Six: Siege,XOne,2015,Shooter,Ubisoft,0.73,0.44,0.0,0.12,1.29,73.0,7.3,M,1.29
Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003,Platform,TDK Mediactive,0.93,0.34,0.0,0.02,1.29,49.0,6.2,E,1.29
Transformers,PS2,2004,Shooter,Atari,0.63,0.49,0.0,0.16,1.29,75.0,8.6,T,1.28
Guitar Hero: Aerosmith,Wii,2008,Misc,Activision,1.04,0.14,0.0,0.1,1.29,73.0,7.2,T,1.2800000000000002
Valkyria Chronicles,PS3,2008,Role-Playing,Sega,0.71,0.2,0.24,0.13,1.29,86.0,8.6,T,1.2799999999999998
Champions of Norrath,PS2,2004,Role-Playing,Sony Online Entertainment,0.63,0.49,0.0,0.16,1.28,85.0,8.4,T,1.28
Watch Dogs,X360,2014,Action,Ubisoft,0.72,0.45,0.01,0.11,1.28,80.0,6.3,M,1.29
Metal Gear Solid V: Ground Zeroes,PS4,2014,Action,Konami Digital Entertainment,0.45,0.46,0.17,0.2,1.28,75.0,6.2,M,1.28
Assassin's Creed Syndicate,XOne,2015,Action,Ubisoft,0.61,0.56,0.0,0.11,1.28,76.0,6.8,M,1.28
WWE '13,X360,2012,Action,THQ,0.72,0.45,0.0,0.11,1.28,76.0,8.1,T,1.28
Manhunt,PS2,2003,Action,Take-Two Interactive,0.63,0.49,0.0,0.16,1.28,76.0,8.3,M,1.28
Kid Icarus: Uprising,3DS,2012,Action,Nintendo,0.48,0.35,0.36,0.07,1.28,83.0,8.7,E10+,1.26
Silent Hill 2,PS2,2001,Action,Konami Digital Entertainment,0.62,0.49,0.0,0.16,1.28,89.0,8.9,M,1.2699999999999998
Tomb Raider: Underworld,PS3,2008,Action,Eidos Interactive,0.45,0.56,0.05,0.22,1.27,75.0,7.2,T,1.28
The Sims 2: Nightlife,PC,2005,Simulation,Electronic Arts,1.22,0.05,0.0,0.0,1.27,76.0,6.6,T,1.27
LEGO Batman: The Videogame,PS2,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.03,0.0,0.52,1.27,76.0,7.9,E10+,1.27
Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012,Role-Playing,Nintendo,0.44,0.3,0.47,0.06,1.27,59.0,6.3,E,1.27
NBA 2K9,X360,2008,Sports,Take-Two Interactive,1.0,0.16,0.0,0.11,1.27,84.0,7.2,E,1.27
WWE '12,X360,2011,Fighting,THQ,0.74,0.4,0.0,0.12,1.27,71.0,6.3,T,1.2600000000000002
Tony Hawk's Underground,XB,2003,Sports,Activision,0.85,0.37,0.0,0.05,1.27,90.0,8.7,T,1.27
The Elder Scrolls Online,XOne,2015,Role-Playing,Bethesda Softworks,0.77,0.38,0.0,0.12,1.27,77.0,8.4,M,1.27
Jillian Michaels' Fitness Ultimatum 2009,Wii,2008,Sports,Deep Silver,0.96,0.2,0.0,0.11,1.27,30.0,2.0,E,1.27
.hack//Infection Part 1,PS2,2002,Role-Playing,Atari,0.49,0.38,0.26,0.13,1.27,75.0,8.5,T,1.2599999999999998
Rockstar Games presents Table Tennis,Wii,2007,Sports,Take-Two Interactive,0.39,0.73,0.0,0.15,1.27,68.0,5.8,E,1.27
Sonic Adventure DX: Director's Cut,GC,2003,Platform,Sega,0.87,0.3,0.06,0.03,1.27,57.0,7.9,E,1.26
Kung Fu Panda,DS,2008,Action,Activision,0.56,0.57,0.0,0.14,1.26,75.0,7.4,E10+,1.27
Tamagotchi Connection: Corner Shop,DS,2005,Simulation,Atari,0.1,0.02,1.12,0.01,1.26,59.0,7.7,E,1.2500000000000002
Football Manager 2011,PC,2010,Sports,Sega,0.0,1.01,0.0,0.25,1.26,85.0,8.4,E,1.26
Final Fantasy IV,DS,2007,Simulation,Square Enix,0.54,0.05,0.62,0.05,1.26,85.0,7.7,E10+,1.26
Hyrule Warriors,WiiU,2014,Action,Nintendo,0.61,0.42,0.13,0.1,1.26,76.0,8.3,T,1.2600000000000002
Need for Speed Carbon,PS3,2006,Racing,Electronic Arts,0.49,0.52,0.03,0.21,1.26,77.0,6.3,E10+,1.25
Ratatouille,DS,2007,Action,THQ,0.5,0.62,0.0,0.14,1.26,65.0,8.0,E,1.2600000000000002
LEGO The Lord of the Rings,X360,2012,Action,Warner Bros. Interactive Entertainment,0.63,0.51,0.0,0.11,1.26,80.0,8.5,E10+,1.2500000000000002
Winter Sports: The Ultimate Challenge,Wii,2007,Sports,RTL,0.45,0.68,0.0,0.12,1.26,52.0,6.8,E,1.25
SOCOM: U.S. Navy SEALs Confrontation,PS3,2008,Shooter,Sony Computer Entertainment,0.94,0.17,0.02,0.13,1.25,63.0,6.9,M,1.2599999999999998
NBA Live 2001,PS,2000,Sports,Electronic Arts,0.7,0.47,0.0,0.08,1.25,86.0,8.0,E,1.25
