,Rank,Name,Platform,Year,Genre,Publisher,NA_ Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating
831,1242,Pac-Man World 2,PS2,2002.0,Action,Namco Bandai Games,1.26,0.05,0.0,0.21,1.51,73.0,7.8,E
832,1243,Madden NFL 15,XOne,2014.0,Sports,Electronic Arts,1.3,0.09,0.0,0.12,1.51,81.0,6.1,E
833,1245,LEGO Star Wars III: The Clone Wars,X360,2011.0,Action,LucasArts,0.84,0.54,0.0,0.13,1.51,76.0,7.7,E10+
834,1246,Football Manager 2012,PC,2011.0,Sports,Sega,0.02,1.16,0.0,0.34,1.51,84.0,8,E
835,1251,The Simpsons Game,PS2,2007.0,Action,Electronic Arts,0.35,0.03,0.0,1.13,1.51,68.0,8.2,T
836,1253,SoulCalibur II,GC,2003.0,Fighting,Namco Bandai Games,0.99,0.32,0.11,0.08,1.5,92.0,8.8,T
837,1254,Resistance 3,PS3,2011.0,Shooter,Sony Computer Entertainment,0.64,0.58,0.05,0.23,1.5,83.0,7.8,M
838,1255,Tokyo Xtreme Racer Zero,PS2,2000.0,Racing,Crave Entertainment,0.66,0.52,0.15,0.17,1.5,76.0,8.9,E
839,1258,Red Faction II,PS2,2002.0,Shooter,THQ,0.49,0.78,0.0,0.23,1.5,84.0,8.3,M
840,1259,Super Scribblenauts,DS,2010.0,Puzzle,Warner Bros. Interactive Entertainment,1.08,0.31,0.0,0.11,1.5,81.0,8.2,E10+
841,1260,Madden NFL 2001,PS2,2000.0,Sports,Electronic Arts,1.19,0.07,0.05,0.2,1.5,90.0,6.8,E
842,1265,Dead Rising 2,X360,2010.0,Action,Capcom,0.75,0.53,0.09,0.12,1.5,79.0,6.9,M
843,1266,Rock Band 2,PS3,2008.0,Misc,MTV Games,1.13,0.2,0.0,0.16,1.5,92.0,8.3,T
844,1269,Final Fantasy: Crystal Chronicles,GC,2003.0,Role-Playing,Nintendo,0.72,0.38,0.36,0.04,1.49,80.0,8.1,T
845,1270,Medal of Honor: Frontline,XB,2002.0,Shooter,Electronic Arts,1.0,0.43,0.0,0.06,1.49,88.0,8.5,T
846,1271,Madden NFL 09,PS2,2008.0,Sports,Electronic Arts,1.22,0.0,0.0,0.27,1.49,83.0,7,E
847,1272,Drawn To Life: SpongeBob SquarePants Edition,DS,2008.0,Adventure,THQ,1.0,0.36,0.0,0.13,1.49,68.0,5.5,E
848,1275,007: Quantum of Solace,X360,2008.0,Action,Activision,0.82,0.52,0.01,0.14,1.49,65.0,7.1,T
849,1276,The Sims 3,Wii,2010.0,Simulation,Electronic Arts,0.61,0.73,0.0,0.15,1.49,86.0,7.6,T
850,1279,Dirge of Cerberus: Final Fantasy VII,PS2,2006.0,Shooter,Square Enix,0.47,0.37,0.52,0.12,1.48,57.0,6.9,T
851,1283,Mass Effect 2,PS3,2011.0,Role-Playing,Electronic Arts,0.78,0.47,0.03,0.2,1.48,96.0,8.9,M
852,1284,Major League Baseball 2K5,PS2,2005.0,Sports,Take-Two Interactive,0.72,0.56,0.0,0.19,1.48,82.0,7.4,E
853,1285,Fight Night 2004,PS2,2004.0,Fighting,Electronic Arts,1.08,0.2,0.0,0.2,1.48,85.0,9,T
854,1286,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004.0,Action,Ubisoft,0.82,0.59,0.0,0.07,1.48,93.0,8.6,T
855,1288,Assassin's Creed III: Liberation,PSV,2012.0,Action,Ubisoft,0.58,0.55,0.06,0.28,1.47,70.0,7.2,M
856,1289,SoulCalibur IV,PS3,2008.0,Fighting,Ubisoft,0.72,0.41,0.14,0.2,1.47,85.0,7.9,T
857,1292,Fight Night Round 3,X360,2006.0,Fighting,Electronic Arts,1.33,0.03,0.01,0.1,1.47,83.0,7.9,T
858,1293,Metal Gear Rising: Revengeance,PS3,2013.0,Action,Konami Digital Entertainment,0.45,0.4,0.44,0.18,1.47,80.0,7.9,M
859,1294,Chrono Trigger,DS,2008.0,Role-Playing,Square Enix,0.69,0.2,0.49,0.09,1.47,92.0,8.9,E10+
860,1295,Star Wars: The Force Unleashed II,X360,2010.0,Action,LucasArts,0.95,0.4,0.0,0.12,1.47,63.0,6.8,T
861,1298,LittleBigPlanet PS Vita,PSV,2012.0,Platform,Sony Computer Entertainment,0.4,0.72,0.02,0.33,1.47,88.0,8.6,E
862,1300,The SpongeBob SquarePants Movie,GBA,2004.0,Platform,THQ,1.02,0.38,0.0,0.06,1.46,75.0,9,E
863,1301,Tom Clancy's Ghost Recon: Future Soldier,X360,2012.0,Shooter,Ubisoft,0.93,0.4,0.02,0.12,1.46,79.0,7.2,M
864,1302,Battlefield: Bad Company,X360,2008.0,Shooter,Electronic Arts,0.81,0.46,0.04,0.15,1.46,83.0,7.7,T
865,1303,Midway Arcade Treasures,PS2,2003.0,Misc,Midway Games,0.72,0.56,0.0,0.19,1.46,76.0,tbd,T
866,1304,Wall-E,DS,2008.0,Platform,THQ,0.46,0.83,0.0,0.17,1.46,54.0,tbd,E
867,1306,Homefront,X360,2011.0,Shooter,THQ,0.83,0.48,0.02,0.12,1.46,70.0,6,M
868,1307,Super Monkey Ball,GC,2001.0,Puzzle,Atari,0.95,0.37,0.1,0.04,1.46,87.0,7.9,E
869,1310,Mario Superstar Baseball,GC,2005.0,Sports,Nintendo,0.93,0.24,0.25,0.04,1.46,76.0,8.6,E
870,1311,Mass Effect 3,PS3,2012.0,Role-Playing,Electronic Arts,0.63,0.59,0.03,0.21,1.46,93.0,5.8,M
871,1312,LEGO Batman 2: DC Super Heroes,Wii,2012.0,Action,Warner Bros. Interactive Entertainment,0.94,0.4,0.0,0.11,1.46,79.0,7.2,E10+
872,1313,Medal of Honor: Warfighter,PS3,2012.0,Action,Electronic Arts,0.47,0.65,0.06,0.28,1.46,55.0,6,M
873,1316,LEGO City Undercover,3DS,2013.0,Platform,Nintendo,0.51,0.75,0.07,0.12,1.46,80.0,8.2,E10+
874,1317,Onimusha 3: Demon Siege,PS2,2004.0,Action,Capcom,0.37,0.47,0.54,0.07,1.45,85.0,8.6,M
875,1318,Diablo III,X360,2013.0,Role-Playing,Activision,0.89,0.44,0.0,0.12,1.45,88.0,4,M
876,1319,Batman: Arkham Knight,XOne,2015.0,Action,Warner Bros. Interactive Entertainment,0.86,0.46,0.0,0.13,1.45,87.0,7.6,M
877,1320,BioShock,PS3,2008.0,Shooter,Take-Two Interactive,0.75,0.49,0.01,0.21,1.45,96.0,8.9,M
878,1321,Red Dead Revolver,PS2,2004.0,Shooter,Take-Two Interactive,0.71,0.55,0.0,0.19,1.45,73.0,7.8,M
879,1322,Anno 2070,PC,2011.0,Strategy,Ubisoft,0.0,1.13,0.0,0.32,1.45,83.0,7,T
880,1323,Resident Evil: Outbreak,PS2,2003.0,Action,Capcom,0.54,0.35,0.46,0.1,1.45,71.0,8.3,M
881,1324,Smarty Pants,Wii,2007.0,Misc,Electronic Arts,0.53,0.76,0.0,0.16,1.45,65.0,7.6,E
882,1330,Hasbro Family Game Night,Wii,2008.0,Puzzle,Electronic Arts,0.97,0.34,0.0,0.13,1.45,63.0,7.5,E
883,1331,Dragon Quest Monsters: Joker 2,DS,2010.0,Role-Playing,Square Enix,0.11,0.08,1.24,0.02,1.45,77.0,7.3,E
884,1333,My Word Coach,DS,2007.0,Misc,Ubisoft,0.37,0.9,0.0,0.18,1.45,71.0,6.8,E
885,1335,SingStar Pop,PS2,2007.0,Misc,Sony Computer Entertainment,0.04,1.08,0.0,0.32,1.44,73.0,7.5,E10+
886,1336,Sonic Rivals,PSP,2006.0,Racing,Sega,0.73,0.42,0.0,0.28,1.44,64.0,7.8,E
887,1337,SimCity (2013),PC,2013.0,Simulation,Electronic Arts,0.48,0.77,0.0,0.19,1.44,64.0,2.2,E10+
888,1339,Far Cry 4,PS3,2014.0,Shooter,Ubisoft,0.33,0.79,0.08,0.23,1.44,85.0,7.7,M
889,1340,WWE SmackDown vs Raw 2008,X360,2007.0,Fighting,THQ,0.92,0.38,0.0,0.13,1.44,71.0,7.2,T
890,1341,Kinect Joy Ride,X360,2010.0,Racing,Microsoft Game Studios,0.92,0.4,0.0,0.12,1.44,52.0,5,E
891,1342,Rayman Raving Rabbids,Wii,2006.0,Misc,Ubisoft,1.23,0.07,0.02,0.11,1.44,76.0,7.9,E
892,1343,Need for Speed Rivals,PS3,2013.0,Racing,Electronic Arts,0.33,0.74,0.05,0.31,1.44,80.0,6.2,E10+
893,1344,Tiger Woods PGA Tour 2005,PS2,2004.0,Sports,Electronic Arts,1.03,0.32,0.0,0.09,1.44,88.0,8.2,E
894,1345,Dead Space 2,PS3,2011.0,Shooter,Electronic Arts,0.73,0.5,0.0,0.21,1.44,90.0,8.6,M
895,1346,NCAA Football 2003,PS2,2002.0,Sports,Electronic Arts,1.16,0.08,0.0,0.19,1.44,91.0,8.6,E
896,1348,Disney Infinity,X360,2013.0,Action,Disney Interactive Studios,0.96,0.37,0.0,0.11,1.43,74.0,6.5,E10+
897,1349,LEGO Indiana Jones 2: The Adventure Continues,Wii,2009.0,Action,Activision,0.91,0.39,0.0,0.13,1.43,72.0,6.1,E10+
898,1350,Sonic's Ultimate Genesis Collection,X360,2009.0,Misc,Sega,0.85,0.46,0.0,0.13,1.43,80.0,8.6,E10+
899,1351,Tiger Woods PGA Tour 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.81,0.48,0.0,0.14,1.43,81.0,8.7,E
900,1353,Classic NES Series: Super Mario Bros.,GBA,2004.0,Platform,Nintendo,0.0,0.0,1.39,0.03,1.43,84.0,8.6,E
901,1356,Cabela's Big Game Hunter,PS2,2002.0,Sports,Activision,0.7,0.54,0.0,0.18,1.42,59.0,7.8,T
902,1357,UFC Undisputed 2010,PS3,2010.0,Fighting,THQ,0.8,0.41,0.02,0.19,1.42,85.0,7.2,T
903,1359,The Legend of Zelda: The Minish Cap,GBA,2004.0,Action,Nintendo,0.89,0.22,0.22,0.1,1.42,89.0,9,E
904,1360,NFL Street,PS2,2004.0,Sports,Electronic Arts,1.15,0.08,0.0,0.19,1.42,80.0,8.9,E
905,1361,Sonic Generations,X360,2011.0,Platform,Sega,0.71,0.57,0.0,0.14,1.42,76.0,8.2,E
906,1364,Dead Space,X360,2008.0,Action,Electronic Arts,0.89,0.4,0.0,0.13,1.42,88.0,8.8,M
907,1367,Tomb Raider (2013),PS4,2014.0,Action,Square Enix,0.47,0.64,0.06,0.25,1.41,86.0,8.5,M
908,1368,LEGO Star Wars II: The Original Trilogy,PSP,2006.0,Action,LucasArts,0.58,0.51,0.0,0.32,1.41,84.0,9,E10+
909,1370,Fight Night Round 4,X360,2009.0,Fighting,Electronic Arts,0.95,0.34,0.0,0.13,1.41,88.0,7.6,T
910,1372,Injustice: Gods Among Us,X360,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.97,0.34,0.0,0.11,1.41,81.0,7.9,T
911,1373,Madden NFL 15,PS3,2014.0,Sports,Electronic Arts,1.07,0.15,0.0,0.19,1.41,81.0,6.1,E
912,1375,Ridge Racer,PSP,2004.0,Racing,Sony Computer Entertainment,0.36,0.45,0.32,0.28,1.41,88.0,8.2,E
913,1376,Metroid: Other M,Wii,2010.0,Action,Nintendo,0.87,0.31,0.13,0.1,1.41,79.0,6.5,T
914,1379,Twisted Metal: Black,PS2,2001.0,Racing,Sony Computer Entertainment,1.19,0.17,0.0,0.05,1.41,91.0,8.4,M
915,1380,NASCAR 2005: Chase for the Cup,PS2,2004.0,Racing,Electronic Arts,0.69,0.54,0.0,0.18,1.41,87.0,8.4,E
916,1381,Call of Duty: Black Ops,Wii,2010.0,Shooter,Activision,0.82,0.47,0.0,0.12,1.4,87.0,6.3,M
917,1382,Spider-Man: The Movie,XB,2002.0,Action,Activision,1.07,0.28,0.0,0.05,1.4,76.0,7.9,E
918,1383,Need For Speed: Undercover,PS2,2008.0,Racing,Electronic Arts,0.38,0.08,0.03,0.93,1.4,59.0,5.9,T
919,1385,Far Cry 2,PS3,2008.0,Action,Ubisoft,0.43,0.7,0.01,0.27,1.4,85.0,6.7,M
920,1386,Sonic Advance 3,GBA,2004.0,Platform,THQ,0.74,0.52,0.08,0.06,1.4,79.0,8.4,E
921,1388,Battlefield 4,PC,2013.0,Shooter,Electronic Arts,0.38,0.86,0.0,0.16,1.4,85.0,6.9,M
922,1389,Colin McRae Rally 3,PS2,2002.0,Racing,Codemasters,0.03,1.05,0.02,0.3,1.4,86.0,7.7,E
923,1390,Madden NFL 2002,PS,2001.0,Sports,Electronic Arts,0.78,0.53,0.0,0.09,1.39,94.0,7.9,E
924,1392,Final Fantasy XII: Revenant Wings,DS,2007.0,Role-Playing,Square Enix,0.34,0.42,0.54,0.1,1.39,81.0,6.1,E10+
925,1393,Bakugan: Battle Brawlers,DS,2009.0,Action,Activision,1.27,0.02,0.0,0.09,1.39,60.0,6.7,E
926,1394,Deus Ex: Human Revolution,PS3,2011.0,Shooter,Square Enix,0.5,0.6,0.07,0.23,1.39,89.0,8.3,M
927,1397,Dynasty Warriors 5,PS2,2005.0,Action,Tecmo Koei,0.24,0.18,0.91,0.06,1.39,69.0,8.8,T
928,1399,WWE '13,PS3,2012.0,Action,THQ,0.51,0.62,0.0,0.26,1.39,76.0,8.1,T
929,1400,Deus Ex: Human Revolution,X360,2011.0,Shooter,Square Enix,0.76,0.48,0.02,0.12,1.39,89.0,8.3,M
930,1401,True Crime: Streets of LA,XB,2003.0,Action,Activision,0.96,0.37,0.0,0.05,1.38,77.0,8,M
931,1402,The Sims 2,PSP,2005.0,Simulation,Electronic Arts,0.49,0.56,0.0,0.33,1.38,65.0,6.9,T
932,1405,Titanfall,X360,2014.0,Shooter,Electronic Arts,0.87,0.38,0.02,0.11,1.38,86.0,6.4,M
933,1407,Persona 4: Golden,PSV,2012.0,Role-Playing,Atlus,0.46,0.34,0.38,0.21,1.38,93.0,9.2,M
934,1408,Dead Rising 2,PS3,2010.0,Action,Capcom,0.43,0.57,0.15,0.22,1.38,79.0,6.9,M
935,1409,Hasbro Family Game Night 2,Wii,2009.0,Misc,Electronic Arts,0.71,0.53,0.0,0.13,1.38,63.0,6.3,E
936,1411,Gardening Mama,DS,2009.0,Puzzle,505 Games,0.8,0.43,0.01,0.13,1.38,60.0,9.3,E
937,1412,Dave Mirra Freestyle BMX 2,PS2,2001.0,Sports,Acclaim Entertainment,0.67,0.53,0.0,0.18,1.38,81.0,8.1,T
938,1413,Need for Speed: The Run,X360,2011.0,Action,Electronic Arts,0.63,0.58,0.0,0.15,1.38,64.0,6.4,T
939,1414,LEGO Indiana Jones: The Original Adventures,PS2,2008.0,Action,LucasArts,0.6,0.01,0.0,0.76,1.37,77.0,7.5,E10+
940,1415,Assassin's Creed: Rogue,PS3,2014.0,Action,Ubisoft,0.46,0.62,0.06,0.23,1.37,72.0,7.5,M
941,1416,Ridge Racer 7,PS3,2006.0,Racing,Namco Bandai Games,0.24,0.7,0.16,0.26,1.37,78.0,7.1,E
942,1418,Forza Horizon 2,XOne,2014.0,Racing,Microsoft Game Studios,0.5,0.78,0.01,0.09,1.37,86.0,8.2,E10+
943,1419,MotorStorm: Pacific Rift,PS3,2008.0,Racing,Sony Computer Entertainment,0.43,0.67,0.02,0.26,1.37,82.0,8,T
944,1420,Sonic Colors,DS,2010.0,Platform,Sega,0.74,0.5,0.01,0.13,1.37,78.0,8.5,E
945,1421,Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004.0,Role-Playing,Activision,0.99,0.33,0.0,0.05,1.37,86.0,8.6,T
946,1422,LEGO Harry Potter: Years 1-4,PS3,2010.0,Action,Warner Bros. Interactive Entertainment,0.55,0.6,0.0,0.22,1.37,79.0,8,E10+
947,1424,NBA 2K15,PS3,2014.0,Sports,Take-Two Interactive,0.86,0.27,0.02,0.22,1.36,83.0,7,E
948,1425,Tom Clancy's Ghost Recon 2,XB,2004.0,Shooter,Ubisoft,0.86,0.45,0.0,0.06,1.36,80.0,8.9,T
949,1426,Crash Bandicoot 2: N-Tranced,GBA,2003.0,Platform,Vivendi Games,0.63,0.66,0.0,0.07,1.36,75.0,7.8,E
950,1427,Burnout Paradise,X360,2008.0,Racing,Electronic Arts,0.63,0.58,0.01,0.15,1.36,87.0,7.7,E10+
951,1428,SingStar Abba,PS2,2008.0,Misc,Sony Computer Entertainment,0.23,0.04,0.0,1.09,1.36,64.0,tbd,T
952,1432,Yoshi's New Island,3DS,2014.0,Platform,Nintendo,0.47,0.51,0.28,0.09,1.36,64.0,6.1,E
953,1433,Ryse: Son of Rome,XOne,2013.0,Action,Microsoft Game Studios,0.82,0.42,0.0,0.11,1.36,60.0,6.1,M
954,1434,Dead to Rights,PS2,2002.0,Shooter,Electronic Arts,0.67,0.52,0.0,0.17,1.36,73.0,8.9,M
955,1436,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011.0,Fighting,Capcom,0.81,0.29,0.11,0.14,1.35,84.0,7.3,T
956,1438,F1 2010,PS3,2010.0,Racing,Codemasters,0.25,0.76,0.08,0.27,1.35,84.0,7.8,E
957,1440,FIFA Soccer 09,PSP,2008.0,Sports,Electronic Arts,0.23,0.73,0.02,0.37,1.35,87.0,7.5,E
958,1441,Namco Museum DS,DS,2007.0,Misc,Atari,1.18,0.01,0.06,0.09,1.35,67.0,5.9,E
959,1442,FIFA Soccer 08,PSP,2007.0,Sports,Electronic Arts,0.2,0.76,0.0,0.39,1.35,83.0,6.5,E
960,1443,Grand Theft Auto: Chinatown Wars,DS,2009.0,Action,Take-Two Interactive,0.59,0.57,0.05,0.14,1.35,93.0,8.3,M
961,1444,Alan Wake,X360,2010.0,Action,Microsoft Game Studios,0.66,0.51,0.05,0.13,1.35,83.0,8.1,T
962,1445,Battlefield: Bad Company,PS3,2008.0,Shooter,Electronic Arts,0.76,0.36,0.05,0.18,1.35,83.0,7.7,T
963,1446,Mortal Kombat X,XOne,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.0,0.21,0.0,0.13,1.35,83.0,7.7,M
964,1447,Samurai Warriors,PS2,2004.0,Action,Electronic Arts,0.22,0.05,1.06,0.02,1.35,73.0,8.7,T
965,1449,Devil May Cry 4,X360,2008.0,Action,Capcom,0.79,0.34,0.08,0.13,1.35,84.0,8.2,M
966,1450,Tom Clancy's Rainbow Six: Vegas 2,PS3,2008.0,Shooter,Ubisoft,0.66,0.45,0.04,0.21,1.35,82.0,7.8,M
967,1451,Monster Hunter Freedom,PSP,2005.0,Role-Playing,Capcom,0.24,0.04,1.03,0.04,1.35,71.0,8.6,T
968,1452,Crysis 2,X360,2011.0,Action,Electronic Arts,0.7,0.5,0.02,0.12,1.35,84.0,7.5,M
969,1455,FIFA Soccer 08,X360,2007.0,Sports,Electronic Arts,0.31,0.89,0.01,0.14,1.35,83.0,6.5,E
970,1457,Test Drive,PS2,2002.0,Racing,Atari,0.95,0.21,0.01,0.18,1.34,73.0,7.4,T
971,1459,Lost Planet: Extreme Condition,X360,2006.0,Shooter,Capcom,1.09,0.04,0.1,0.11,1.34,79.0,7.1,T
972,1461,Doom 3,XB,2005.0,Shooter,Activision,0.85,0.43,0.0,0.06,1.34,88.0,7.4,M
973,1462,Donkey Kong Jungle Beat,GC,2004.0,Platform,Nintendo,0.84,0.22,0.24,0.04,1.34,80.0,8.3,E10+
974,1463,Need for Speed Carbon,PS2,2006.0,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,77.0,6.3,E10+
975,1464,Max Payne 2: The Fall of Max Payne,PS2,2003.0,Shooter,Take-Two Interactive,0.65,0.51,0.0,0.17,1.34,73.0,8.2,M
976,1466,MVP Baseball 2004,PS2,2004.0,Sports,Electronic Arts,1.1,0.06,0.0,0.18,1.34,90.0,8.6,E
977,1467,WWE SmackDown vs Raw 2008,PS3,2007.0,Fighting,THQ,0.62,0.5,0.01,0.21,1.33,71.0,7.2,T
978,1469,Your Shape: Fitness Evolved,X360,2010.0,Sports,Ubisoft,0.79,0.42,0.0,0.11,1.33,73.0,7.5,E
979,1470,Rage,PS3,2011.0,Shooter,Bethesda Softworks,0.47,0.59,0.06,0.21,1.33,81.0,6.7,M
980,1471,Skylanders SWAP Force,X360,2013.0,Platform,Activision,0.86,0.36,0.0,0.11,1.33,83.0,5.7,E10+
981,1472,NBA 2K14,PS4,2013.0,Sports,Take-Two Interactive,0.89,0.31,0.01,0.12,1.33,87.0,4.9,E
982,1473,Spider-Man: The Movie,GBA,2002.0,Action,Activision,0.92,0.35,0.01,0.05,1.33,76.0,7.9,E
983,1475,Tony Hawk's Pro Skater,GB,2000.0,Sports,Activision,0.9,0.38,0.01,0.05,1.33,92.0,9.2,T
984,1476,The Sims: Bustin' Out,GBA,2003.0,Simulation,Electronic Arts,0.93,0.35,0.0,0.06,1.33,81.0,8.4,T
985,1478,Metroid Prime 2: Echoes,GC,2004.0,Shooter,Nintendo,0.87,0.35,0.07,0.04,1.33,92.0,8.8,T
986,1479,UFC Undisputed 2010,X360,2010.0,Fighting,THQ,0.9,0.31,0.0,0.11,1.33,85.0,7.2,T
987,1480,Final Fantasy X / X-2 HD Remaster,PS3,2013.0,Role-Playing,Square Enix,0.43,0.4,0.32,0.18,1.33,85.0,8.5,T
988,1481,Corvette,PS2,2004.0,Racing,TDK Mediactive,0.65,0.51,0.0,0.17,1.33,57.0,6.5,E
989,1483,Pokemon Ranger: Guardian Signs,DS,2010.0,Role-Playing,Nintendo,0.51,0.17,0.58,0.06,1.33,68.0,8.2,E
990,1484,Middle-Earth: Shadow of Mordor,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.72,0.5,0.01,0.1,1.32,84.0,8.1,M
991,1485,Need for Speed Underground Rivals,PSP,2005.0,Racing,Electronic Arts,0.69,0.38,0.02,0.24,1.32,74.0,8.5,E
992,1486,LEGO Batman: The Videogame,PS3,2008.0,Action,Warner Bros. Interactive Entertainment,0.72,0.42,0.0,0.19,1.32,76.0,7.9,E10+
993,1487,Dark Souls II,PS3,2014.0,Role-Playing,Namco Bandai Games,0.4,0.36,0.4,0.17,1.32,91.0,8.1,T
994,1488,World of Warcraft: Wrath of the Lich King,PC,2008.0,Role-Playing,Activision,0.01,0.13,0.0,1.18,1.32,91.0,7.5,T
995,1489,Kingdom Hearts II,PS3,2014.0,Role-Playing,Square Enix,0.52,0.43,0.18,0.19,1.32,87.0,9,E10+
996,1490,The LEGO Movie Videogame,X360,2014.0,Action,Warner Bros. Interactive Entertainment,0.69,0.52,0.0,0.11,1.32,69.0,7.2,E10+
997,1493,NFL 2K3,PS2,2002.0,Sports,Atari,1.06,0.08,0.0,0.18,1.32,93.0,7.4,E
998,1499,Skylanders Giants,X360,2012.0,Action,Activision,0.75,0.45,0.0,0.11,1.32,78.0,7,E10+
999,1503,The Beatles: Rock Band,X360,2009.0,Misc,MTV Games,0.97,0.23,0.0,0.11,1.31,89.0,8.9,T
1000,1504,Tekken 6,X360,2009.0,Fighting,Namco Bandai Games,0.71,0.42,0.05,0.13,1.31,79.0,7.4,T
1001,1505,[Prototype],X360,2009.0,Action,Activision,0.84,0.35,0.0,0.12,1.31,78.0,7.8,M
1002,1506,Deal or No Deal,Wii,2009.0,Misc,Zoo Games,1.22,0.0,0.0,0.09,1.31,20.0,1.9,E
1003,1507,Madagascar,PS2,2005.0,Platform,Activision,0.78,0.45,0.0,0.07,1.31,69.0,7.4,E10+
1004,1509,LEGO Battles,DS,2009.0,Strategy,Warner Bros. Interactive Entertainment,0.81,0.38,0.0,0.12,1.31,65.0,8.9,E
1005,1511,Turok: Evolution,PS2,2002.0,Shooter,Acclaim Entertainment,0.64,0.5,0.0,0.17,1.31,61.0,7.3,M
1006,1514,Burnout 3: Takedown,XB,2004.0,Racing,Electronic Arts,0.84,0.43,0.0,0.04,1.31,93.0,9.1,T
1007,1517,Crysis 2,PS3,2011.0,Action,Electronic Arts,0.45,0.57,0.06,0.21,1.3,84.0,7.5,M
1008,1518,NBA Live 07,PS2,2006.0,Sports,Electronic Arts,1.07,0.04,0.02,0.17,1.3,63.0,6,E
1009,1519,Saints Row IV,PS3,2013.0,Action,Deep Silver,0.56,0.44,0.09,0.21,1.3,81.0,6.5,M
1010,1520,SingStar '80s,PS2,2005.0,Misc,Sony Computer Entertainment,0.27,0.02,0.0,1.02,1.3,78.0,8.3,T
1011,1521,EA Playground,Wii,2007.0,Sports,Electronic Arts,0.69,0.48,0.0,0.13,1.3,66.0,7.6,E
1012,1524,EA Sports Active 2,Wii,2010.0,Sports,Electronic Arts,0.78,0.4,0.0,0.11,1.3,79.0,8.1,E
1013,1526,Rise of the Tomb Raider,XOne,2015.0,Adventure,Square Enix,0.53,0.64,0.02,0.1,1.3,86.0,8,M
1014,1527,Need for Speed Carbon,Wii,2006.0,Racing,Electronic Arts,0.46,0.66,0.02,0.15,1.29,77.0,6.3,E10+
1015,1528,Yoshi's Woolly World,WiiU,2015.0,Platform,Nintendo,0.61,0.47,0.11,0.1,1.29,78.0,8.5,E
1016,1530,FIFA Street,PS3,2012.0,Sports,Electronic Arts,0.11,0.92,0.0,0.25,1.29,76.0,6.4,E
1017,1532,Need for Speed: Most Wanted,X360,2005.0,Racing,Electronic Arts,1.0,0.17,0.02,0.1,1.29,82.0,9.1,T
1018,1533,Tom Clancy's Rainbow Six: Siege,XOne,2015.0,Shooter,Ubisoft,0.73,0.44,0.0,0.12,1.29,73.0,7.3,M
1019,1534,Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003.0,Platform,TDK Mediactive,0.93,0.34,0.0,0.02,1.29,49.0,6.2,E
1020,1535,Transformers,PS2,2004.0,Shooter,Atari,0.63,0.49,0.0,0.16,1.29,75.0,8.6,T
1021,1536,Guitar Hero: Aerosmith,Wii,2008.0,Misc,Activision,1.04,0.14,0.0,0.1,1.29,73.0,7.2,T
1022,1537,Mystery Case Files: MillionHeir,DS,2008.0,Adventure,Nintendo,0.76,0.4,0.0,0.12,1.29,65.0,tbd,E
1023,1538,Valkyria Chronicles,PS3,2008.0,Role-Playing,Sega,0.71,0.2,0.24,0.13,1.29,86.0,8.6,T
1024,1540,Champions of Norrath,PS2,2004.0,Role-Playing,Sony Online Entertainment,0.63,0.49,0.0,0.16,1.28,85.0,8.4,T
1025,1541,Watch Dogs,X360,2014.0,Action,Ubisoft,0.72,0.45,0.01,0.11,1.28,80.0,6.3,M
1026,1543,Metal Gear Solid V: Ground Zeroes,PS4,2014.0,Action,Konami Digital Entertainment,0.45,0.46,0.17,0.2,1.28,75.0,6.2,M
1027,1545,Assassin's Creed Syndicate,XOne,2015.0,Action,Ubisoft,0.61,0.56,0.0,0.11,1.28,76.0,6.8,M
1028,1547,WWE '13,X360,2012.0,Action,THQ,0.72,0.45,0.0,0.11,1.28,76.0,8.1,T
1029,1549,Manhunt,PS2,2003.0,Action,Take-Two Interactive,0.63,0.49,0.0,0.16,1.28,76.0,8.3,M
1030,1550,Kid Icarus: Uprising,3DS,2012.0,Action,Nintendo,0.48,0.35,0.36,0.07,1.28,83.0,8.7,E10+
1031,1551,Silent Hill 2,PS2,2001.0,Action,Konami Digital Entertainment,0.62,0.49,0.0,0.16,1.28,89.0,8.9,M
1032,1552,Tomb Raider: Underworld,PS3,2008.0,Action,Eidos Interactive,0.45,0.56,0.05,0.22,1.27,75.0,7.2,T
1033,1554,The Sims 2: Nightlife,PC,2005.0,Simulation,Electronic Arts,1.22,0.05,0.0,0.0,1.27,76.0,6.6,T
1034,1555,LEGO Batman: The Videogame,PS2,2008.0,Action,Warner Bros. Interactive Entertainment,0.72,0.03,0.0,0.52,1.27,76.0,7.9,E10+
1035,1557,Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012.0,Role-Playing,Nintendo,0.44,0.3,0.47,0.06,1.27,59.0,6.3,E
